iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,120,touchpad,0,0,1782858233496,1782858234090,594
2,3,250,120,touchpad,0,0,1782858234971,1782858235370,399
3,3,250,120,touchpad,0,0,1782858236341,1782858236965,624
