iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,1,400,120,air_mouse,0,0,1782863731235,1782863732373,1138
2,1,400,120,air_mouse,0,1,1782863735906,1782863737407,1501
3,1,400,120,air_mouse,0,0,1782863739202,1782863740441,1239
