iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,2,10,40,240,2,mouse,0,1782866601630,1782866602984,1354
1,2,10,40,240,4,mouse,0,1782866602984,1782866604034,1050
1,2,10,40,240,5,mouse,0,1782866604034,1782866604877,843
1,2,10,40,240,3,mouse,0,1782866604877,1782866606129,1252
1,2,10,40,240,9,mouse,0,1782866606129,1782866607222,1093
1,2,10,40,240,7,mouse,0,1782866607222,1782866608507,1285
1,2,10,40,240,0,mouse,0,1782866608507,1782866609727,1220
1,2,10,40,240,8,mouse,0,1782866609727,1782866611159,1432
1,2,10,40,240,1,mouse,0,1782866611159,1782866612143,984
1,2,10,40,240,6,mouse,0,1782866612143,1782866613336,1193
2,2,10,40,240,0,mouse,0,1782866614221,1782866615539,1318
2,2,10,40,240,5,mouse,0,1782866615539,1782866617121,1582
2,2,10,40,240,9,mouse,0,1782866617121,1782866618490,1369
2,2,10,40,240,2,mouse,0,1782866618490,1782866619709,1219
2,2,10,40,240,8,mouse,0,1782866619709,1782866621089,1380
2,2,10,40,240,3,mouse,0,1782866621089,1782866622381,1292
2,2,10,40,240,6,mouse,0,1782866622381,1782866623962,1581
2,2,10,40,240,4,mouse,0,1782866623962,1782866625358,1396
2,2,10,40,240,1,mouse,0,1782866625358,1782866626656,1298
2,2,10,40,240,7,mouse,0,1782866626656,1782866628129,1473
3,2,10,40,240,4,mouse,0,1782866628965,1782866630083,1118
3,2,10,40,240,0,mouse,0,1782866630083,1782866631314,1231
3,2,10,40,240,8,mouse,0,1782866631314,1782866632281,967
3,2,10,40,240,3,mouse,0,1782866632281,1782866633305,1024
3,2,10,40,240,1,mouse,0,1782866633305,1782866634345,1040
3,2,10,40,240,5,mouse,0,1782866634345,1782866635588,1243
3,2,10,40,240,2,mouse,0,1782866635588,1782866636855,1267
3,2,10,40,240,9,mouse,0,1782866636855,1782866638064,1209
3,2,10,40,240,6,mouse,0,1782866638064,1782866639083,1019
3,2,10,40,240,7,mouse,0,1782866639083,1782866640246,1163
