iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,2,10,60,320,0,mouse_latency,150,1782868127053,1782868128623,1570
1,2,10,60,320,5,mouse_latency,150,1782868128623,1782868130221,1598
1,2,10,60,320,7,mouse_latency,150,1782868130221,1782868131643,1422
1,2,10,60,320,6,mouse_latency,150,1782868131643,1782868132726,1083
1,2,10,60,320,9,mouse_latency,150,1782868132726,1782868134238,1512
1,2,10,60,320,1,mouse_latency,150,1782868134238,1782868135514,1276
1,2,10,60,320,3,mouse_latency,150,1782868135514,1782868137384,1870
1,2,10,60,320,4,mouse_latency,150,1782868137384,1782868138584,1200
1,2,10,60,320,2,mouse_latency,150,1782868138584,1782868139767,1183
1,2,10,60,320,8,mouse_latency,150,1782868139767,1782868141685,1918
2,2,10,60,320,3,mouse_latency,150,1782868143438,1782868144510,1072
2,2,10,60,320,2,mouse_latency,150,1782868144510,1782868145600,1090
2,2,10,60,320,6,mouse_latency,150,1782868145600,1782868147834,2234
2,2,10,60,320,9,mouse_latency,150,1782868147834,1782868149498,1664
2,2,10,60,320,5,mouse_latency,150,1782868149498,1782868151184,1686
2,2,10,60,320,1,mouse_latency,150,1782868151184,1782868153334,2150
2,2,10,60,320,7,mouse_latency,150,1782868153334,1782868154970,1636
2,2,10,60,320,0,mouse_latency,150,1782868154970,1782868156714,1744
2,2,10,60,320,4,mouse_latency,150,1782868156714,1782868158618,1904
2,2,10,60,320,8,mouse_latency,150,1782868158618,1782868160963,2345
3,2,10,60,320,0,mouse_latency,150,1782868162829,1782868164199,1370
3,2,10,60,320,1,mouse_latency,150,1782868164199,1782868165651,1452
3,2,10,60,320,3,mouse_latency,150,1782868165651,1782868166777,1126
3,2,10,60,320,9,mouse_latency,150,1782868166777,1782868168614,1837
3,2,10,60,320,6,mouse_latency,150,1782868168614,1782868170226,1612
3,2,10,60,320,8,mouse_latency,150,1782868170226,1782868171650,1424
3,2,10,60,320,4,mouse_latency,150,1782868171650,1782868173387,1737
3,2,10,60,320,2,mouse_latency,150,1782868173387,1782868175242,1855
3,2,10,60,320,7,mouse_latency,150,1782868175242,1782868177184,1942
3,2,10,60,320,5,mouse_latency,150,1782868177184,1782868179069,1885
