iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,120,air_mouse,0,0,1782856575493,1782856576146,653
2,3,250,120,air_mouse,0,0,1782856577551,1782856578665,1114
3,3,250,120,air_mouse,0,0,1782856580066,1782856581286,1220
