iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,2,10,60,240,4,touchpad,0,1782867431346,1782867432099,753
1,2,10,60,240,1,touchpad,0,1782867432099,1782867432818,719
1,2,10,60,240,0,touchpad,0,1782867432818,1782867433562,744
1,2,10,60,240,5,touchpad,0,1782867433562,1782867434345,783
1,2,10,60,240,6,touchpad,0,1782867434345,1782867434995,650
1,2,10,60,240,8,touchpad,0,1782867434995,1782867436062,1067
1,2,10,60,240,3,touchpad,0,1782867436062,1782867436969,907
1,2,10,60,240,9,touchpad,0,1782867436969,1782867437849,880
1,2,10,60,240,7,touchpad,0,1782867437849,1782867438620,771
1,2,10,60,240,2,touchpad,0,1782867438620,1782867439248,628
2,2,10,60,240,7,touchpad,0,1782867439929,1782867441032,1103
2,2,10,60,240,6,touchpad,0,1782867441032,1782867441713,681
2,2,10,60,240,8,touchpad,0,1782867441713,1782867442562,849
2,2,10,60,240,0,touchpad,0,1782867442562,1782867443485,923
2,2,10,60,240,9,touchpad,0,1782867443485,1782867444535,1050
2,2,10,60,240,3,touchpad,0,1782867444535,1782867445552,1017
2,2,10,60,240,2,touchpad,0,1782867445552,1782867446162,610
2,2,10,60,240,1,touchpad,0,1782867446162,1782867446950,788
2,2,10,60,240,4,touchpad,0,1782867446950,1782867447779,829
2,2,10,60,240,5,touchpad,0,1782867447779,1782867448518,739
3,2,10,60,240,6,touchpad,0,1782867449112,1782867450247,1135
3,2,10,60,240,0,touchpad,0,1782867450247,1782867451284,1037
3,2,10,60,240,5,touchpad,0,1782867451284,1782867452096,812
3,2,10,60,240,3,touchpad,0,1782867452096,1782867453022,926
3,2,10,60,240,2,touchpad,0,1782867453022,1782867453783,761
3,2,10,60,240,9,touchpad,0,1782867453783,1782867454735,952
3,2,10,60,240,8,touchpad,0,1782867454735,1782867455768,1033
3,2,10,60,240,4,touchpad,0,1782867455768,1782867457003,1235
3,2,10,60,240,1,touchpad,0,1782867457003,1782867457802,799
3,2,10,60,240,7,touchpad,0,1782867457802,1782867458735,933
