iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,120,mouse,0,1,1782856401557,1782856402334,777
2,3,550,120,mouse,0,0,1782856403135,1782856404027,892
3,3,550,120,mouse,0,0,1782856405282,1782856406437,1155
