iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,1,10,40,240,3,air_mouse,0,1782861502292,1782861504809,2517
1,1,10,40,240,1,air_mouse,0,1782861504809,1782861514286,9477
1,1,10,40,240,7,air_mouse,0,1782861514286,1782861518129,3843
1,1,10,40,240,8,air_mouse,0,1782861518129,1782861522514,4385
1,1,10,40,240,6,air_mouse,0,1782861522514,1782861524362,1848
1,1,10,40,240,2,air_mouse,0,1782861524362,1782861526811,2449
1,1,10,40,240,4,air_mouse,0,1782861526811,1782861529904,3093
1,1,10,40,240,5,air_mouse,0,1782861529904,1782861531831,1927
1,1,10,40,240,9,air_mouse,0,1782861531831,1782861534252,2421
1,1,10,40,240,0,air_mouse,0,1782861534252,1782861537137,2885
2,1,10,40,240,0,air_mouse,0,1782861538526,1782861541593,3067
2,1,10,40,240,3,air_mouse,0,1782861541593,1782861546376,4783
2,1,10,40,240,1,air_mouse,0,1782861546376,1782861548714,2338
2,1,10,40,240,4,air_mouse,0,1782861548714,1782861550778,2064
2,1,10,40,240,2,air_mouse,0,1782861550778,1782861559312,8534
2,1,10,40,240,8,air_mouse,0,1782861559312,1782861567332,8020
2,1,10,40,240,9,air_mouse,0,1782861567332,1782861568929,1597
2,1,10,40,240,5,air_mouse,0,1782861568929,1782861586452,17523
2,1,10,40,240,7,air_mouse,0,1782861586452,1782861596379,9927
2,1,10,40,240,6,air_mouse,0,1782861596379,1782861608856,12477
3,1,10,40,240,4,air_mouse,0,1782861616820,1782861618753,1933
3,1,10,40,240,0,air_mouse,0,1782861618753,1782861621637,2884
3,1,10,40,240,7,air_mouse,0,1782861621637,1782861625228,3591
3,1,10,40,240,1,air_mouse,0,1782861625228,1782861631134,5906
3,1,10,40,240,9,air_mouse,0,1782861631134,1782861633281,2147
3,1,10,40,240,2,air_mouse,0,1782861633281,1782861635750,2469
3,1,10,40,240,6,air_mouse,0,1782861635750,1782861639749,3999
3,1,10,40,240,5,air_mouse,0,1782861639749,1782861641136,1387
3,1,10,40,240,3,air_mouse,0,1782861641136,1782861646137,5001
3,1,10,40,240,8,air_mouse,0,1782861646137,1782861649020,2883
