iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,400,120,air_mouse,0,0,1782856594800,1782856596008,1208
2,3,400,120,air_mouse,0,0,1782856597406,1782856598444,1038
3,3,400,120,air_mouse,0,0,1782856600031,1782856601195,1164
