iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,3,10,40,160,3,touchpad,0,1782857485001,1782857486261,1260
1,3,10,40,160,5,touchpad,0,1782857486261,1782857487402,1141
1,3,10,40,160,8,touchpad,0,1782857487402,1782857488661,1259
1,3,10,40,160,6,touchpad,0,1782857488661,1782857489560,899
1,3,10,40,160,7,touchpad,0,1782857489560,1782857490459,899
1,3,10,40,160,2,touchpad,0,1782857490459,1782857491670,1211
1,3,10,40,160,9,touchpad,0,1782857491670,1782857494285,2615
1,3,10,40,160,4,touchpad,0,1782857494285,1782857495834,1549
1,3,10,40,160,0,touchpad,0,1782857495834,1782857497025,1191
1,3,10,40,160,1,touchpad,0,1782857497025,1782857498283,1258
2,3,10,40,160,8,touchpad,0,1782857503574,1782857504765,1191
2,3,10,40,160,9,touchpad,0,1782857504765,1782857505863,1098
2,3,10,40,160,5,touchpad,0,1782857505863,1782857507086,1223
2,3,10,40,160,1,touchpad,0,1782857507086,1782857508210,1124
2,3,10,40,160,4,touchpad,0,1782857508210,1782857509241,1031
2,3,10,40,160,0,touchpad,0,1782857509241,1782857510279,1038
2,3,10,40,160,2,touchpad,0,1782857510279,1782857511255,976
2,3,10,40,160,7,touchpad,0,1782857511255,1782857512400,1145
2,3,10,40,160,3,touchpad,0,1782857512400,1782857513651,1251
2,3,10,40,160,6,touchpad,0,1782857513651,1782857514677,1026
3,3,10,40,160,0,touchpad,0,1782857516582,1782857517664,1082
3,3,10,40,160,7,touchpad,0,1782857517664,1782857518613,949
3,3,10,40,160,1,touchpad,0,1782857518613,1782857519709,1096
3,3,10,40,160,8,touchpad,0,1782857519709,1782857520715,1006
3,3,10,40,160,6,touchpad,0,1782857520715,1782857521643,928
3,3,10,40,160,9,touchpad,0,1782857521643,1782857522655,1012
3,3,10,40,160,2,touchpad,0,1782857522655,1782857524040,1385
3,3,10,40,160,3,touchpad,0,1782857524040,1782857524862,822
3,3,10,40,160,4,touchpad,0,1782857524862,1782857525643,781
3,3,10,40,160,5,touchpad,0,1782857525643,1782857526487,844
