iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,400,60,touchpad,0,0,1782858028507,1782858030002,1495
2,3,400,60,touchpad,0,0,1782858031732,1782858033066,1334
3,3,400,60,touchpad,0,0,1782858034977,1782858035745,768
