iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,60,air_mouse,0,0,1782856479090,1782856480702,1612
2,3,550,60,air_mouse,0,1,1782856483235,1782856485151,1916
3,3,550,60,air_mouse,0,0,1782856487590,1782856489581,1991
