iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,90,air_mouse,0,0,1782856549906,1782856551691,1785
2,3,550,90,air_mouse,0,1,1782856554321,1782856556207,1886
3,3,550,90,air_mouse,0,1,1782856558998,1782856560974,1976
