iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,60,mouse,0,0,1782856185722,1782856186546,824
2,3,250,60,mouse,0,0,1782856187671,1782856188506,835
3,3,250,60,mouse,0,0,1782856189554,1782856190200,646
