iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,2,250,120,mouse,0,0,1782866919238,1782866919498,260
2,2,250,120,mouse,0,1,1782866920843,1782866921358,515
3,2,250,120,mouse,0,0,1782866921834,1782866921993,159
