iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,2,10,60,240,7,air_mouse,0,1782869441642,1782869444897,3255
1,2,10,60,240,8,air_mouse,0,1782869444897,1782869447555,2658
1,2,10,60,240,5,air_mouse,0,1782869447555,1782869450994,3439
1,2,10,60,240,6,air_mouse,0,1782869450994,1782869453194,2200
1,2,10,60,240,3,air_mouse,0,1782869453194,1782869455814,2620
1,2,10,60,240,1,air_mouse,0,1782869455814,1782869458157,2343
1,2,10,60,240,2,air_mouse,0,1782869458157,1782869459538,1381
1,2,10,60,240,4,air_mouse,0,1782869459538,1782869461260,1722
1,2,10,60,240,9,air_mouse,0,1782869461260,1782869465049,3789
1,2,10,60,240,0,air_mouse,0,1782869465049,1782869468074,3025
2,2,10,60,240,9,air_mouse,0,1782869469383,1782869476824,7441
2,2,10,60,240,8,air_mouse,0,1782869476824,1782869484751,7927
2,2,10,60,240,7,air_mouse,0,1782869484751,1782869487207,2456
2,2,10,60,240,4,air_mouse,0,1782869487207,1782869489823,2616
2,2,10,60,240,6,air_mouse,0,1782869489823,1782869491442,1619
2,2,10,60,240,0,air_mouse,0,1782869491442,1782869493184,1742
2,2,10,60,240,5,air_mouse,0,1782869493184,1782869498519,5335
2,2,10,60,240,1,air_mouse,0,1782869498519,1782869504789,6270
2,2,10,60,240,2,air_mouse,0,1782869504789,1782869510008,5219
2,2,10,60,240,3,air_mouse,0,1782869510008,1782869512256,2248
3,2,10,60,240,1,air_mouse,0,1782869514501,1782869516960,2459
3,2,10,60,240,9,air_mouse,0,1782869516960,1782869519301,2341
3,2,10,60,240,0,air_mouse,0,1782869519301,1782869521573,2272
3,2,10,60,240,6,air_mouse,0,1782869521573,1782869523951,2378
3,2,10,60,240,7,air_mouse,0,1782869523951,1782869526107,2156
3,2,10,60,240,8,air_mouse,0,1782869526107,1782869527501,1394
3,2,10,60,240,2,air_mouse,0,1782869527501,1782869532970,5469
3,2,10,60,240,5,air_mouse,0,1782869532970,1782869535092,2122
3,2,10,60,240,4,air_mouse,0,1782869535092,1782869540105,5013
3,2,10,60,240,3,air_mouse,0,1782869540105,1782869541405,1300
