iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,3,10,90,160,8,mouse_latency,150,1782855921839,1782855922858,1019
1,3,10,90,160,4,mouse_latency,150,1782855922858,1782855924434,1576
1,3,10,90,160,2,mouse_latency,150,1782855924434,1782855925232,798
1,3,10,90,160,9,mouse_latency,150,1782855925232,1782855926196,964
1,3,10,90,160,1,mouse_latency,150,1782855926196,1782855927049,853
1,3,10,90,160,3,mouse_latency,150,1782855927049,1782855927880,831
1,3,10,90,160,7,mouse_latency,150,1782855927880,1782855928878,998
1,3,10,90,160,6,mouse_latency,150,1782855928878,1782855929648,770
1,3,10,90,160,5,mouse_latency,150,1782855929648,1782855930435,787
1,3,10,90,160,0,mouse_latency,150,1782855930435,1782855931258,823
2,3,10,90,160,6,mouse_latency,150,1782855953666,1782855954485,819
2,3,10,90,160,4,mouse_latency,150,1782855954485,1782855955244,759
2,3,10,90,160,3,mouse_latency,150,1782855955244,1782855956002,758
2,3,10,90,160,8,mouse_latency,150,1782855956002,1782855957001,999
2,3,10,90,160,0,mouse_latency,150,1782855957001,1782855957836,835
2,3,10,90,160,7,mouse_latency,150,1782855957836,1782855958723,887
2,3,10,90,160,9,mouse_latency,150,1782855958723,1782855959525,802
2,3,10,90,160,1,mouse_latency,150,1782855959525,1782855960293,768
2,3,10,90,160,5,mouse_latency,150,1782855960293,1782855961401,1108
2,3,10,90,160,2,mouse_latency,150,1782855961401,1782855962166,765
3,3,10,90,160,3,mouse_latency,150,1782856052215,1782856053040,825
3,3,10,90,160,6,mouse_latency,150,1782856053040,1782856054105,1065
3,3,10,90,160,5,mouse_latency,150,1782856054105,1782856054592,487
3,3,10,90,160,8,mouse_latency,150,1782856054592,1782856055434,842
3,3,10,90,160,7,mouse_latency,150,1782856055434,1782856056086,652
3,3,10,90,160,1,mouse_latency,150,1782856056086,1782856056904,818
3,3,10,90,160,0,mouse_latency,150,1782856056904,1782856058623,1719
3,3,10,90,160,9,mouse_latency,150,1782856058623,1782856059330,707
3,3,10,90,160,2,mouse_latency,150,1782856059330,1782856060296,966
3,3,10,90,160,4,mouse_latency,150,1782856060296,1782856061057,761
