iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,1,250,60,mouse,0,0,1782857808537,1782857809199,662
2,1,250,60,mouse,0,0,1782857810570,1782857811201,631
3,1,250,60,mouse,0,0,1782857812475,1782857812960,485
