iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,3,10,40,240,5,touchpad,0,1782857544942,1782857546112,1170
1,3,10,40,240,7,touchpad,0,1782857546112,1782857547669,1557
1,3,10,40,240,4,touchpad,0,1782857547669,1782857548948,1279
1,3,10,40,240,8,touchpad,0,1782857548948,1782857550125,1177
1,3,10,40,240,0,touchpad,0,1782857550125,1782857551149,1024
1,3,10,40,240,9,touchpad,0,1782857551149,1782857552111,962
1,3,10,40,240,2,touchpad,0,1782857552111,1782857553502,1391
1,3,10,40,240,3,touchpad,0,1782857553502,1782857554353,851
1,3,10,40,240,6,touchpad,0,1782857554353,1782857555869,1516
1,3,10,40,240,1,touchpad,0,1782857555869,1782857557404,1535
2,3,10,40,240,1,touchpad,0,1782857558416,1782857559508,1092
2,3,10,40,240,8,touchpad,0,1782857559508,1782857560401,893
2,3,10,40,240,7,touchpad,0,1782857560401,1782857561371,970
2,3,10,40,240,9,touchpad,0,1782857561371,1782857562367,996
2,3,10,40,240,0,touchpad,0,1782857562367,1782857563211,844
2,3,10,40,240,2,touchpad,0,1782857563211,1782857564194,983
2,3,10,40,240,5,touchpad,0,1782857564194,1782857565620,1426
2,3,10,40,240,6,touchpad,0,1782857565620,1782857566666,1046
2,3,10,40,240,4,touchpad,0,1782857566666,1782857567550,884
2,3,10,40,240,3,touchpad,0,1782857567550,1782857568616,1066
3,3,10,40,240,0,touchpad,0,1782857569897,1782857570678,781
3,3,10,40,240,3,touchpad,0,1782857570678,1782857571869,1191
3,3,10,40,240,1,touchpad,0,1782857571869,1782857572968,1099
3,3,10,40,240,8,touchpad,0,1782857572968,1782857574637,1669
3,3,10,40,240,6,touchpad,0,1782857574637,1782857575993,1356
3,3,10,40,240,4,touchpad,0,1782857575993,1782857577273,1280
3,3,10,40,240,2,touchpad,0,1782857577273,1782857578540,1267
3,3,10,40,240,5,touchpad,0,1782857578540,1782857579667,1127
3,3,10,40,240,9,touchpad,0,1782857579667,1782857580604,937
3,3,10,40,240,7,touchpad,0,1782857580604,1782857581702,1098
