iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,400,120,mouse,0,0,1782856387632,1782856388592,960
2,3,400,120,mouse,0,1,1782856389378,1782856390067,689
3,3,400,120,mouse,0,0,1782856391169,1782856392649,1480
