iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,1,550,90,air_mouse,0,0,1782863682646,1782863684004,1358
2,1,550,90,air_mouse,0,0,1782863686218,1782863687866,1648
3,1,550,90,air_mouse,0,2,1782863697065,1782863699731,2666
