iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,2,250,120,mouse_latency,150,0,1782868402988,1782868403925,937
2,2,250,120,mouse_latency,150,0,1782868405415,1782868406420,1005
3,2,250,120,mouse_latency,150,0,1782868407530,1782868408085,555
