iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,1,10,90,160,7,touchpad,0,1782858324497,1782858325534,1037
1,1,10,90,160,3,touchpad,0,1782858325534,1782858326323,789
1,1,10,90,160,9,touchpad,0,1782858326323,1782858327309,986
1,1,10,90,160,6,touchpad,0,1782858327309,1782858328137,828
1,1,10,90,160,4,touchpad,0,1782858328137,1782858328889,752
1,1,10,90,160,5,touchpad,0,1782858328889,1782858329634,745
1,1,10,90,160,8,touchpad,0,1782858329634,1782858330744,1110
1,1,10,90,160,0,touchpad,0,1782858330744,1782858331509,765
1,1,10,90,160,1,touchpad,0,1782858331509,1782858332205,696
1,1,10,90,160,2,touchpad,0,1782858332205,1782858332913,708
2,1,10,90,160,4,touchpad,0,1782858333788,1782858334605,817
2,1,10,90,160,5,touchpad,0,1782858334605,1782858335255,650
2,1,10,90,160,1,touchpad,0,1782858335255,1782858336493,1238
2,1,10,90,160,6,touchpad,0,1782858336493,1782858337580,1087
2,1,10,90,160,0,touchpad,0,1782858337580,1782858338517,937
2,1,10,90,160,9,touchpad,0,1782858338517,1782858339339,822
2,1,10,90,160,3,touchpad,0,1782858339339,1782858340372,1033
2,1,10,90,160,8,touchpad,0,1782858340372,1782858341372,1000
2,1,10,90,160,7,touchpad,0,1782858341372,1782858342049,677
2,1,10,90,160,2,touchpad,0,1782858342049,1782858343026,977
3,1,10,90,160,1,touchpad,0,1782858343787,1782858344530,743
3,1,10,90,160,7,touchpad,0,1782858344530,1782858345510,980
3,1,10,90,160,4,touchpad,0,1782858345510,1782858346508,998
3,1,10,90,160,3,touchpad,0,1782858346508,1782858347189,681
3,1,10,90,160,8,touchpad,0,1782858347189,1782858348103,914
3,1,10,90,160,9,touchpad,0,1782858348103,1782858348799,696
3,1,10,90,160,6,touchpad,0,1782858348799,1782858349935,1136
3,1,10,90,160,0,touchpad,0,1782858349935,1782858351006,1071
3,1,10,90,160,2,touchpad,0,1782858351006,1782858351783,777
3,1,10,90,160,5,touchpad,0,1782858351783,1782858352576,793
