iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,1,10,90,320,5,mouse,0,1782857767354,1782857768220,866
1,1,10,90,320,9,mouse,0,1782857768220,1782857769329,1109
1,1,10,90,320,2,mouse,0,1782857769329,1782857770489,1160
1,1,10,90,320,1,mouse,0,1782857770489,1782857772192,1703
1,1,10,90,320,3,mouse,0,1782857772192,1782857773275,1083
1,1,10,90,320,6,mouse,0,1782857773275,1782857774398,1123
1,1,10,90,320,7,mouse,0,1782857774398,1782857775598,1200
1,1,10,90,320,0,mouse,0,1782857775598,1782857776740,1142
1,1,10,90,320,8,mouse,0,1782857776740,1782857777956,1216
1,1,10,90,320,4,mouse,0,1782857777956,1782857779014,1058
2,1,10,90,320,5,mouse,0,1782857780007,1782857780868,861
2,1,10,90,320,7,mouse,0,1782857780868,1782857781929,1061
2,1,10,90,320,8,mouse,0,1782857781929,1782857782851,922
2,1,10,90,320,1,mouse,0,1782857782851,1782857784092,1241
2,1,10,90,320,3,mouse,0,1782857784092,1782857785025,933
2,1,10,90,320,4,mouse,0,1782857785025,1782857785842,817
2,1,10,90,320,6,mouse,0,1782857785842,1782857786804,962
2,1,10,90,320,2,mouse,0,1782857786804,1782857787980,1176
2,1,10,90,320,9,mouse,0,1782857787980,1782857789142,1162
2,1,10,90,320,0,mouse,0,1782857789142,1782857790372,1230
3,1,10,90,320,8,mouse,0,1782857791407,1782857792443,1036
3,1,10,90,320,4,mouse,0,1782857792443,1782857793499,1056
3,1,10,90,320,5,mouse,0,1782857793499,1782857794604,1105
3,1,10,90,320,0,mouse,0,1782857794604,1782857795626,1022
3,1,10,90,320,6,mouse,0,1782857795626,1782857796766,1140
3,1,10,90,320,7,mouse,0,1782857796766,1782857798052,1286
3,1,10,90,320,1,mouse,0,1782857798052,1782857799713,1661
3,1,10,90,320,2,mouse,0,1782857799713,1782857800506,793
3,1,10,90,320,3,mouse,0,1782857800506,1782857801203,697
3,1,10,90,320,9,mouse,0,1782857801203,1782857802213,1010
