iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,2,400,60,air_mouse,0,0,1782870047160,1782870048198,1038
2,2,400,60,air_mouse,0,0,1782870050324,1782870051371,1047
3,2,400,60,air_mouse,0,1,1782870057837,1782870059419,1582
