iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,90,touchpad,0,0,1782858210275,1782858211245,970
2,3,550,90,touchpad,0,0,1782858213762,1782858214635,873
3,3,550,90,touchpad,0,0,1782858215766,1782858216653,887
