iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,1,550,120,air_mouse,0,1,1782863747951,1782863749613,1662
2,1,550,120,air_mouse,0,0,1782863752352,1782863753883,1531
3,1,550,120,air_mouse,0,0,1782863756096,1782863757663,1567
