iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,2,250,90,touchpad,0,1,1782867628312,1782867628464,152
2,2,250,90,touchpad,0,1,1782867629464,1782867629997,533
3,2,250,90,touchpad,0,0,1782867630807,1782867630962,155
