iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,60,mouse,0,0,1782856215066,1782856216117,1051
2,3,550,60,mouse,0,0,1782856217380,1782856218632,1252
3,3,550,60,mouse,0,0,1782856219956,1782856220877,921
