iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,2,10,40,320,3,touchpad,0,1782867357973,1782867358864,891
1,2,10,40,320,0,touchpad,0,1782867358864,1782867360206,1342
1,2,10,40,320,7,touchpad,0,1782867360206,1782867361306,1100
1,2,10,40,320,5,touchpad,0,1782867361306,1782867362263,957
1,2,10,40,320,8,touchpad,0,1782867362263,1782867363673,1410
1,2,10,40,320,6,touchpad,0,1782867363673,1782867364914,1241
1,2,10,40,320,9,touchpad,0,1782867364914,1782867365940,1026
1,2,10,40,320,2,touchpad,0,1782867365940,1782867367008,1068
1,2,10,40,320,4,touchpad,0,1782867367008,1782867368127,1119
1,2,10,40,320,1,touchpad,0,1782867368127,1782867369313,1186
2,2,10,40,320,1,touchpad,0,1782867370212,1782867371173,961
2,2,10,40,320,6,touchpad,0,1782867371173,1782867372665,1492
2,2,10,40,320,9,touchpad,0,1782867372665,1782867373873,1208
2,2,10,40,320,8,touchpad,0,1782867373873,1782867375024,1151
2,2,10,40,320,3,touchpad,0,1782867375024,1782867376057,1033
2,2,10,40,320,0,touchpad,0,1782867376057,1782867377260,1203
2,2,10,40,320,5,touchpad,0,1782867377260,1782867378463,1203
2,2,10,40,320,2,touchpad,0,1782867378463,1782867379490,1027
2,2,10,40,320,4,touchpad,0,1782867379490,1782867380457,967
2,2,10,40,320,7,touchpad,0,1782867380457,1782867381940,1483
3,2,10,40,320,6,touchpad,0,1782867382756,1782867383931,1175
3,2,10,40,320,9,touchpad,0,1782867383931,1782867385248,1317
3,2,10,40,320,8,touchpad,0,1782867385248,1782867386281,1033
3,2,10,40,320,4,touchpad,0,1782867386281,1782867387306,1025
3,2,10,40,320,7,touchpad,0,1782867387306,1782867388276,970
3,2,10,40,320,5,touchpad,0,1782867388276,1782867389224,948
3,2,10,40,320,3,touchpad,0,1782867389224,1782867390192,968
3,2,10,40,320,2,touchpad,0,1782867390192,1782867391365,1173
3,2,10,40,320,0,touchpad,0,1782867391365,1782867392480,1115
3,2,10,40,320,1,touchpad,0,1782867392480,1782867393964,1484
