iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,120,mouse_latency,150,0,1782856765724,1782856766707,983
2,3,550,120,mouse_latency,150,0,1782856768264,1782856769620,1356
3,3,550,120,mouse_latency,150,0,1782856771298,1782856772134,836
