iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,120,mouse_latency,150,0,1782856735891,1782856736523,632
2,3,250,120,mouse_latency,150,0,1782856737814,1782856738433,619
3,3,250,120,mouse_latency,150,0,1782856739596,1782856740662,1066
