iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,90,mouse_latency,150,0,1782856689306,1782856690095,789
2,3,250,90,mouse_latency,150,1,1782856691138,1782856692071,933
3,3,250,90,mouse_latency,150,0,1782856693357,1782856694188,831
