iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,60,touchpad,0,0,1782858006627,1782858007287,660
2,3,250,60,touchpad,0,0,1782858008993,1782858009728,735
3,3,250,60,touchpad,0,0,1782858010927,1782858011798,871
