iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,2,550,60,touchpad,0,1,1782867619182,1782867619402,220
2,2,550,60,touchpad,0,1,1782867620733,1782867621281,548
3,2,550,60,touchpad,0,1,1782867622035,1782867622881,846
