iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,400,90,touchpad,0,0,1782858193010,1782858193844,834
2,3,400,90,touchpad,0,0,1782858195043,1782858195807,764
3,3,400,90,touchpad,0,0,1782858196817,1782858197369,552
