iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,3,10,40,240,8,mouse_latency,150,1782855562813,1782855564720,1907
1,3,10,40,240,7,mouse_latency,150,1782855564720,1782855565618,898
1,3,10,40,240,9,mouse_latency,150,1782855565618,1782855567358,1740
1,3,10,40,240,6,mouse_latency,150,1782855567358,1782855568843,1485
1,3,10,40,240,1,mouse_latency,150,1782855568843,1782855570220,1377
1,3,10,40,240,2,mouse_latency,150,1782855570220,1782855571042,822
1,3,10,40,240,3,mouse_latency,150,1782855571042,1782855571876,834
1,3,10,40,240,5,mouse_latency,150,1782855571876,1782855573053,1177
1,3,10,40,240,0,mouse_latency,150,1782855573053,1782855575854,2801
1,3,10,40,240,4,mouse_latency,150,1782855575854,1782855576974,1120
2,3,10,40,240,8,mouse_latency,150,1782855580061,1782855581580,1519
2,3,10,40,240,3,mouse_latency,150,1782855581580,1782855583261,1681
2,3,10,40,240,4,mouse_latency,150,1782855583261,1782855584654,1393
2,3,10,40,240,0,mouse_latency,150,1782855584654,1782855586153,1499
2,3,10,40,240,6,mouse_latency,150,1782855586153,1782855587183,1030
2,3,10,40,240,5,mouse_latency,150,1782855587183,1782855588110,927
2,3,10,40,240,7,mouse_latency,150,1782855588110,1782855589084,974
2,3,10,40,240,9,mouse_latency,150,1782855589084,1782855590391,1307
2,3,10,40,240,2,mouse_latency,150,1782855590391,1782855591459,1068
2,3,10,40,240,1,mouse_latency,150,1782855591459,1782855592447,988
3,3,10,40,240,7,mouse_latency,150,1782855595412,1782855596791,1379
3,3,10,40,240,3,mouse_latency,150,1782855596791,1782855598135,1344
3,3,10,40,240,4,mouse_latency,150,1782855598135,1782855598989,854
3,3,10,40,240,2,mouse_latency,150,1782855598989,1782855600189,1200
3,3,10,40,240,5,mouse_latency,150,1782855600189,1782855601471,1282
3,3,10,40,240,8,mouse_latency,150,1782855601471,1782855602862,1391
3,3,10,40,240,1,mouse_latency,150,1782855602862,1782855604180,1318
3,3,10,40,240,0,mouse_latency,150,1782855604180,1782855605444,1264
3,3,10,40,240,6,mouse_latency,150,1782855605444,1782855606766,1322
3,3,10,40,240,9,mouse_latency,150,1782855606766,1782855608218,1452
