iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,550,60,touchpad,0,0,1782858140380,1782858141893,1513
2,3,550,60,touchpad,0,0,1782858154676,1782858155802,1126
3,3,550,60,touchpad,0,0,1782858157120,1782858158399,1279
