iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,1,10,60,320,3,air_mouse,0,1782862995965,1782863007637,11672
1,1,10,60,320,1,air_mouse,0,1782863007637,1782863011935,4298
1,1,10,60,320,9,air_mouse,0,1782863011935,1782863016233,4298
1,1,10,60,320,7,air_mouse,0,1782863016233,1782863022711,6478
1,1,10,60,320,5,air_mouse,0,1782863022711,1782863025532,2821
1,1,10,60,320,0,air_mouse,0,1782863025532,1782863028638,3106
1,1,10,60,320,6,air_mouse,0,1782863028638,1782863033318,4680
1,1,10,60,320,2,air_mouse,0,1782863033318,1782863041226,7908
1,1,10,60,320,4,air_mouse,0,1782863041226,1782863047379,6153
1,1,10,60,320,8,air_mouse,0,1782863047379,1782863053444,6065
2,1,10,60,320,2,air_mouse,0,1782863054864,1782863059318,4454
2,1,10,60,320,9,air_mouse,0,1782863059318,1782863062145,2827
2,1,10,60,320,8,air_mouse,0,1782863062145,1782863063303,1158
2,1,10,60,320,6,air_mouse,0,1782863063303,1782863065168,1865
2,1,10,60,320,7,air_mouse,0,1782863065168,1782863067032,1864
2,1,10,60,320,0,air_mouse,0,1782863067032,1782863069500,2468
2,1,10,60,320,4,air_mouse,0,1782863069500,1782863073233,3733
2,1,10,60,320,5,air_mouse,0,1782863073233,1782863075372,2139
2,1,10,60,320,1,air_mouse,0,1782863075372,1782863077422,2050
2,1,10,60,320,3,air_mouse,0,1782863077422,1782863079900,2478
3,1,10,60,320,5,air_mouse,0,1782863081834,1782863084455,2621
3,1,10,60,320,3,air_mouse,0,1782863084455,1782863086321,1866
3,1,10,60,320,2,air_mouse,0,1782863086321,1782863090103,3782
3,1,10,60,320,0,air_mouse,0,1782863090103,1782863092781,2678
3,1,10,60,320,7,air_mouse,0,1782863092781,1782863096665,3884
3,1,10,60,320,4,air_mouse,0,1782863096665,1782863103086,6421
3,1,10,60,320,8,air_mouse,0,1782863103086,1782863106531,3445
3,1,10,60,320,1,air_mouse,0,1782863106531,1782863108455,1924
3,1,10,60,320,6,air_mouse,0,1782863108455,1782863111150,2695
3,1,10,60,320,9,air_mouse,0,1782863111150,1782863114729,3579
