iteration,pid,path_length,path_width,condition,latency_ms,error_count,t_start_ms,t_end_ms,duration_ms
1,3,250,90,touchpad,0,0,1782858173458,1782858174083,625
2,3,250,90,touchpad,0,0,1782858175219,1782858175812,593
3,3,250,90,touchpad,0,0,1782858176959,1782858177695,736
