iteration,pid,num_targets,target_w,target_d,target_id,condition,latency_ms,t_start_ms,t_end_ms,duration_ms
1,3,10,90,320,2,touchpad,0,1782857943456,1782857944343,887
1,3,10,90,320,0,touchpad,0,1782857944343,1782857945149,806
1,3,10,90,320,1,touchpad,0,1782857945149,1782857945941,792
1,3,10,90,320,8,touchpad,0,1782857945941,1782857946872,931
1,3,10,90,320,4,touchpad,0,1782857946872,1782857947711,839
1,3,10,90,320,3,touchpad,0,1782857947711,1782857948611,900
1,3,10,90,320,6,touchpad,0,1782857948611,1782857949350,739
1,3,10,90,320,5,touchpad,0,1782857949350,1782857950159,809
1,3,10,90,320,9,touchpad,0,1782857950159,1782857950977,818
1,3,10,90,320,7,touchpad,0,1782857950977,1782857951694,717
2,3,10,90,320,9,touchpad,0,1782857952402,1782857953118,716
2,3,10,90,320,1,touchpad,0,1782857953118,1782857954019,901
2,3,10,90,320,0,touchpad,0,1782857954019,1782857954798,779
2,3,10,90,320,3,touchpad,0,1782857954798,1782857955478,680
2,3,10,90,320,7,touchpad,0,1782857955478,1782857956753,1275
2,3,10,90,320,4,touchpad,0,1782857956753,1782857957653,900
2,3,10,90,320,2,touchpad,0,1782857957653,1782857958376,723
2,3,10,90,320,8,touchpad,0,1782857958376,1782857959217,841
2,3,10,90,320,6,touchpad,0,1782857959217,1782857960040,823
2,3,10,90,320,5,touchpad,0,1782857960040,1782857960859,819
3,3,10,90,320,2,touchpad,0,1782857961553,1782857962290,737
3,3,10,90,320,9,touchpad,0,1782857962290,1782857962992,702
3,3,10,90,320,7,touchpad,0,1782857962992,1782857964194,1202
3,3,10,90,320,3,touchpad,0,1782857964194,1782857964950,756
3,3,10,90,320,5,touchpad,0,1782857964950,1782857965774,824
3,3,10,90,320,0,touchpad,0,1782857965774,1782857966634,860
3,3,10,90,320,8,touchpad,0,1782857966634,1782857967461,827
3,3,10,90,320,1,touchpad,0,1782857967461,1782857968462,1001
3,3,10,90,320,6,touchpad,0,1782857968462,1782857969371,909
3,3,10,90,320,4,touchpad,0,1782857969371,1782857970295,924
